group,variable,path
B04005,022E,estimate.total.brazilian
B04005,023E,estimate.total.british
B04005,024E,estimate.total.bulgarian
B04005,025E,estimate.total.cajun
B04005,026E,estimate.total.canadian
B04005,027E,estimate.total.carpatho_rusyn
B04005,028E,estimate.total.celtic
B04005,029E,estimate.total.croatian
B04005,030E,estimate.total.cypriot
B04005,031E,estimate.total.czech
B04005,032E,estimate.total.czechoslovakian
B04005,033E,estimate.total.danish
B04005,034E,estimate.total.dutch
B04005,035E,estimate.total.eastern_european
B04005,036E,estimate.total.english
B04005,037E,estimate.total.estonian
B04005,038E,estimate.total.european
B04005,039E,estimate.total.finnish
B04005,041E,estimate.total.french_canadian
B04005,042E,estimate.total.german
B04005,043E,estimate.total.german_russian
B04005,044E,estimate.total.greek
B04005,045E,estimate.total.guyanese
B04005,046E,estimate.total.hungarian
B04005,047E,estimate.total.icelander
B04005,048E,estimate.total.iranian
B04005,049E,estimate.total.irish
B04005,050E,estimate.total.israeli
B04005,051E,estimate.total.italian
B04005,052E,estimate.total.latvian
B04005,053E,estimate.total.lithuanian
B04005,054E,estimate.total.luxembourger
B04005,055E,estimate.total.macedonian
B04005,056E,estimate.total.maltese
B04005,057E,estimate.total.new_zealander
B04005,058E,estimate.total.northern_european
B04005,059E,estimate.total.norwegian
B04005,060E,estimate.total.pennsylvania_german
B04005,061E,estimate.total.polish
B04005,062E,estimate.total.portuguese
B04005,063E,estimate.total.romanian
B04005,064E,estimate.total.russian
B04005,065E,estimate.total.scandinavian
B04005,067E,estimate.total.scottish
B04005,068E,estimate.total.serbian
B04005,069E,estimate.total.slavic
B04005,070E,estimate.total.slovak
B04005,071E,estimate.total.slovene
B04005,072E,estimate.total.soviet_union
B04005,073E,estimate.total.subsaharan_african
B04005,074E,estimate.total.subsaharan_african.cape_verdean
B04005,075E,estimate.total.subsaharan_african.ethiopian
B04005,076E,estimate.total.subsaharan_african.ghanaian
B04005,077E,estimate.total.subsaharan_african.kenyan
B04005,078E,estimate.total.subsaharan_african.liberian
B04005,079E,estimate.total.subsaharan_african.nigerian
B04005,080E,estimate.total.subsaharan_african.senegalese
B04005,081E,estimate.total.subsaharan_african.sierra_leonean
B04005,082E,estimate.total.subsaharan_african.somali
B04005,083E,estimate.total.subsaharan_african.south_african
B04005,084E,estimate.total.subsaharan_african.sudanese
B04005,085E,estimate.total.subsaharan_african.ugandan
B04005,086E,estimate.total.subsaharan_african.zimbabwean
B04005,087E,estimate.total.subsaharan_african.african
B04005,088E,estimate.total.subsaharan_african.other_subsaharan_african
B04005,089E,estimate.total.swedish
B04005,090E,estimate.total.swiss
B04005,091E,estimate.total.turkish
B04005,092E,estimate.total.ukrainian
B04005,093E,estimate.total.welsh
B04005,107E,estimate.total.yugoslavian
B04005,108E,estimate.total.other_groups
B04006,001E,estimate.total
B04006,002E,estimate.total.afghan
B04006,003E,estimate.total.albanian
B04006,004E,estimate.total.alsatian
B04006,005E,estimate.total.american
B04006,006E,estimate.total.arab
B04006,007E,estimate.total.arab.egyptian
B04006,008E,estimate.total.arab.iraqi
B04006,009E,estimate.total.arab.jordanian
B04006,010E,estimate.total.arab.lebanese
B04006,011E,estimate.total.arab.moroccan
B04006,012E,estimate.total.arab.palestinian
B04006,013E,estimate.total.arab.syrian
B04006,014E,estimate.total.arab.arab
B04006,015E,estimate.total.arab.other_arab
B04006,016E,estimate.total.armenian
B04006,018E,estimate.total.australian
B04006,019E,estimate.total.austrian
B04006,020E,estimate.total.basque
B04006,021E,estimate.total.belgian
B04006,022E,estimate.total.brazilian
B04006,023E,estimate.total.british
B04006,024E,estimate.total.bulgarian
B04006,025E,estimate.total.cajun
B04006,026E,estimate.total.canadian
B04006,027E,estimate.total.carpatho_rusyn
B04006,028E,estimate.total.celtic
B04006,029E,estimate.total.croatian
B04006,030E,estimate.total.cypriot
B04006,031E,estimate.total.czech
B04006,032E,estimate.total.czechoslovakian
B04006,033E,estimate.total.danish
B04006,034E,estimate.total.dutch
B04006,035E,estimate.total.eastern_european
B04006,036E,estimate.total.english
B04006,037E,estimate.total.estonian
B04006,038E,estimate.total.european
B04006,039E,estimate.total.finnish
B04006,041E,estimate.total.french_canadian
B04006,042E,estimate.total.german
B04006,043E,estimate.total.german_russian
B04006,044E,estimate.total.greek
B04006,045E,estimate.total.guyanese
B04006,046E,estimate.total.hungarian
B04006,047E,estimate.total.icelander
B04006,048E,estimate.total.iranian
B04006,049E,estimate.total.irish
B04006,050E,estimate.total.israeli
B04006,051E,estimate.total.italian
B04006,052E,estimate.total.latvian
B04006,053E,estimate.total.lithuanian
B04006,054E,estimate.total.luxembourger
B04006,055E,estimate.total.macedonian
B04006,056E,estimate.total.maltese
B04006,057E,estimate.total.new_zealander
B04006,058E,estimate.total.northern_european
B04006,059E,estimate.total.norwegian
B04006,060E,estimate.total.pennsylvania_german
B04006,061E,estimate.total.polish
B04006,062E,estimate.total.portuguese
B04006,063E,estimate.total.romanian
B04006,064E,estimate.total.russian
B04006,065E,estimate.total.scandinavian
B04006,067E,estimate.total.scottish
B04006,068E,estimate.total.serbian
B04006,069E,estimate.total.slavic
B04006,070E,estimate.total.slovak
B04006,071E,estimate.total.slovene
B04006,072E,estimate.total.soviet_union
B04006,073E,estimate.total.subsaharan_african
B04006,074E,estimate.total.subsaharan_african.cape_verdean
B04006,075E,estimate.total.subsaharan_african.ethiopian
B04006,076E,estimate.total.subsaharan_african.ghanaian
B04006,077E,estimate.total.subsaharan_african.kenyan
B04006,078E,estimate.total.subsaharan_african.liberian
B04006,079E,estimate.total.subsaharan_african.nigerian
B04006,080E,estimate.total.subsaharan_african.senegalese
B04006,081E,estimate.total.subsaharan_african.sierra_leonean
B04006,082E,estimate.total.subsaharan_african.somali
B04006,083E,estimate.total.subsaharan_african.south_african
B04006,084E,estimate.total.subsaharan_african.sudanese
B04006,085E,estimate.total.subsaharan_african.ugandan
B04006,086E,estimate.total.subsaharan_african.zimbabwean
B04006,087E,estimate.total.subsaharan_african.african
B04006,088E,estimate.total.subsaharan_african.other_subsaharan_african
B04006,089E,estimate.total.swedish
B04006,090E,estimate.total.swiss
B04006,091E,estimate.total.turkish
B04006,092E,estimate.total.ukrainian
B04006,093E,estimate.total.welsh
B04006,107E,estimate.total.yugoslavian
B04006,108E,estimate.total.other_groups
B04006,109E,estimate.total.unclassified_or_not_reported
B04007,001E,estimate.total
B04007,002E,estimate.total.ancestry_specified
B04007,003E,estimate.total.ancestry_specified.single_ancestry
B04007,004E,estimate.total.ancestry_specified.multiple_ancestry
B04007,005E,estimate.total.ancestry_not_specified
B04007,006E,estimate.total.ancestry_not_specified.ancestry_unclassified
B04007,007E,estimate.total.ancestry_not_specified.ancestry_not_reported
B05001,001E,estimate.total
B05001PR,001E,estimate.total
B05002,001E,estimate.total
B05002,002E,estimate.total.native
B05002,003E,estimate.total.native.born_in_state_of_residence
B05002,004E,estimate.total.native.born_in_other_state_in_the_united_states
B05002,005E,estimate.total.native.born_in_other_state_in_the_united_states.northeast
B05002,006E,estimate.total.native.born_in_other_state_in_the_united_states.midwest
B05002,007E,estimate.total.native.born_in_other_state_in_the_united_states.south
B05002,008E,estimate.total.native.born_in_other_state_in_the_united_states.west
B05002,009E,estimate.total.native.born_outside_the_united_states
B05002,010E,estimate.total.native.born_outside_the_united_states.puerto_rico
B05002,013E,estimate.total.foreign_born
B05003,001E,estimate.total
B05003,002E,estimate.total.male
B05003,003E,estimate.total.male.under_18_years
B05003,004E,estimate.total.male.under_18_years.native
B05003,005E,estimate.total.male.under_18_years.foreign_born
B05003,008E,estimate.total.male.18_years_and_over
B05003,009E,estimate.total.male.18_years_and_over.native
B05003,010E,estimate.total.male.18_years_and_over.foreign_born
B05003,013E,estimate.total.female
B05003,014E,estimate.total.female.under_18_years
B05003,015E,estimate.total.female.under_18_years.native
B05003,016E,estimate.total.female.under_18_years.foreign_born
B05003,019E,estimate.total.female.18_years_and_over
B05003,020E,estimate.total.female.18_years_and_over.native
B05003,021E,estimate.total.female.18_years_and_over.foreign_born
B05003A,001E,estimate.total
B05003A,002E,estimate.total.male
B05003A,003E,estimate.total.male.under_18_years
B05003A,004E,estimate.total.male.under_18_years.native
B05003A,005E,estimate.total.male.under_18_years.foreign_born
B05003A,008E,estimate.total.male.18_years_and_over
B05003A,009E,estimate.total.male.18_years_and_over.native
B05003A,010E,estimate.total.male.18_years_and_over.foreign_born
B05003A,013E,estimate.total.female
B05003A,014E,estimate.total.female.under_18_years
B05003A,015E,estimate.total.female.under_18_years.native
B05003A,016E,estimate.total.female.under_18_years.foreign_born
B05003A,019E,estimate.total.female.18_years_and_over
B05003A,020E,estimate.total.female.18_years_and_over.native
B05003A,021E,estimate.total.female.18_years_and_over.foreign_born
B05003B,001E,estimate.total
B05003B,002E,estimate.total.male
B05003B,003E,estimate.total.male.under_18_years
B05003B,004E,estimate.total.male.under_18_years.native
B05003B,005E,estimate.total.male.under_18_years.foreign_born
B05003B,008E,estimate.total.male.18_years_and_over
B05003B,009E,estimate.total.male.18_years_and_over.native
B05003B,010E,estimate.total.male.18_years_and_over.foreign_born
B05003B,013E,estimate.total.female
B05003B,014E,estimate.total.female.under_18_years
B05003B,015E,estimate.total.female.under_18_years.native
B05003B,016E,estimate.total.female.under_18_years.foreign_born
B05003B,019E,estimate.total.female.18_years_and_over
B05003B,020E,estimate.total.female.18_years_and_over.native
B05003B,021E,estimate.total.female.18_years_and_over.foreign_born
B05003C,001E,estimate.total
B05003C,002E,estimate.total.male
B05003C,003E,estimate.total.male.under_18_years
B05003C,004E,estimate.total.male.under_18_years.native
B05003C,005E,estimate.total.male.under_18_years.foreign_born
B05003C,008E,estimate.total.male.18_years_and_over
B05003C,009E,estimate.total.male.18_years_and_over.native
B05003C,010E,estimate.total.male.18_years_and_over.foreign_born
B05003C,013E,estimate.total.female
B05003C,014E,estimate.total.female.under_18_years
B05003C,015E,estimate.total.female.under_18_years.native
B05003C,016E,estimate.total.female.under_18_years.foreign_born
B05003C,019E,estimate.total.female.18_years_and_over
B05003C,020E,estimate.total.female.18_years_and_over.native
B05003C,021E,estimate.total.female.18_years_and_over.foreign_born
B05003D,001E,estimate.total
B05003D,002E,estimate.total.male
B05003D,003E,estimate.total.male.under_18_years
B05003D,004E,estimate.total.male.under_18_years.native
B05003D,005E,estimate.total.male.under_18_years.foreign_born
B05003D,008E,estimate.total.male.18_years_and_over
B05003D,009E,estimate.total.male.18_years_and_over.native
B05003D,010E,estimate.total.male.18_years_and_over.foreign_born
B05003D,013E,estimate.total.female
B05003D,014E,estimate.total.female.under_18_years
B05003D,015E,estimate.total.female.under_18_years.native
B05003D,016E,estimate.total.female.under_18_years.foreign_born
B05003D,019E,estimate.total.female.18_years_and_over
B05003D,020E,estimate.total.female.18_years_and_over.native
B05003D,021E,estimate.total.female.18_years_and_over.foreign_born
B05003E,001E,estimate.total
B05003E,002E,estimate.total.male
B05003E,003E,estimate.total.male.under_18_years
B05003E,004E,estimate.total.male.under_18_years.native
B05003E,005E,estimate.total.male.under_18_years.foreign_born
B05003E,008E,estimate.total.male.18_years_and_over
B05003E,009E,estimate.total.male.18_years_and_over.native
B05003E,010E,estimate.total.male.18_years_and_over.foreign_born
B05003E,013E,estimate.total.female
B05003E,014E,estimate.total.female.under_18_years
B05003E,015E,estimate.total.female.under_18_years.native
B05003E,016E,estimate.total.female.under_18_years.foreign_born
B05003E,019E,estimate.total.female.18_years_and_over
B05003E,020E,estimate.total.female.18_years_and_over.native
B05003E,021E,estimate.total.female.18_years_and_over.foreign_born
B05003F,001E,estimate.total
B05003F,002E,estimate.total.male
B05003F,003E,estimate.total.male.under_18_years
B05003F,004E,estimate.total.male.under_18_years.native
B05003F,005E,estimate.total.male.under_18_years.foreign_born
B05003F,008E,estimate.total.male.18_years_and_over
B05003F,009E,estimate.total.male.18_years_and_over.native
B05003F,010E,estimate.total.male.18_years_and_over.foreign_born
B05003F,013E,estimate.total.female
B05003F,014E,estimate.total.female.under_18_years
B05003F,015E,estimate.total.female.under_18_years.native
B05003F,016E,estimate.total.female.under_18_years.foreign_born
B05003F,019E,estimate.total.female.18_years_and_over
B05003F,020E,estimate.total.female.18_years_and_over.native
B05003F,021E,estimate.total.female.18_years_and_over.foreign_born
B05003G,001E,estimate.total
B05003G,002E,estimate.total.male
B05003G,003E,estimate.total.male.under_18_years
B05003G,004E,estimate.total.male.under_18_years.native
B05003G,005E,estimate.total.male.under_18_years.foreign_born
B05003G,008E,estimate.total.male.18_years_and_over
B05003G,009E,estimate.total.male.18_years_and_over.native
B05003G,010E,estimate.total.male.18_years_and_over.foreign_born
B05003G,013E,estimate.total.female
B05003G,014E,estimate.total.female.under_18_years
B05003G,015E,estimate.total.female.under_18_years.native
B05003G,016E,estimate.total.female.under_18_years.foreign_born
B05003G,019E,estimate.total.female.18_years_and_over
B05003G,020E,estimate.total.female.18_years_and_over.native
B05003G,021E,estimate.total.female.18_years_and_over.foreign_born
B05003H,001E,estimate.total
B05003H,002E,estimate.total.male
B05003H,003E,estimate.total.male.under_18_years
B05003H,004E,estimate.total.male.under_18_years.native
B05003H,005E,estimate.total.male.under_18_years.foreign_born
B05003H,008E,estimate.total.male.18_years_and_over
B05003H,009E,estimate.total.male.18_years_and_over.native
B05003H,010E,estimate.total.male.18_years_and_over.foreign_born
B05003H,013E,estimate.total.female
B05003H,014E,estimate.total.female.under_18_years
B05003H,015E,estimate.total.female.under_18_years.native
B05003H,016E,estimate.total.female.under_18_years.foreign_born
B05003H,019E,estimate.total.female.18_years_and_over
B05003H,020E,estimate.total.female.18_years_and_over.native
B05003H,021E,estimate.total.female.18_years_and_over.foreign_born
B05003I,001E,estimate.total
B05003I,002E,estimate.total.male
B05003I,003E,estimate.total.male.under_18_years
B05003I,004E,estimate.total.male.under_18_years.native
B05003I,005E,estimate.total.male.under_18_years.foreign_born
B05003I,008E,estimate.total.male.18_years_and_over
B05003I,009E,estimate.total.male.18_years_and_over.native
B05003I,010E,estimate.total.male.18_years_and_over.foreign_born
B05003I,013E,estimate.total.female
B05003I,014E,estimate.total.female.under_18_years
B05003I,015E,estimate.total.female.under_18_years.native
B05003I,016E,estimate.total.female.under_18_years.foreign_born
B05003I,019E,estimate.total.female.18_years_and_over
B05003I,020E,estimate.total.female.18_years_and_over.native
B05003I,021E,estimate.total.female.18_years_and_over.foreign_born
B05004,001E,estimate.total
